image_path,GHI,Sky_Condition
D:\Image\20250123_050400.jpg,450.77,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_050430.jpg,448.1,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_050500.jpg,446.87,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_050530.jpg,445.9,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_050600.jpg,446.8,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_050630.jpg,446.23,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_050700.jpg,445.62,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_050730.jpg,447.16,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_050800.jpg,450.2,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_050830.jpg,454.1,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_050900.jpg,459.28,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_050930.jpg,463.44,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_051000.jpg,463.04,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_051030.jpg,464.79,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_051100.jpg,466.88,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_051130.jpg,466.15,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_051200.jpg,468.29,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_051230.jpg,472.54,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_051300.jpg,476.46,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_051330.jpg,484.0,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_051400.jpg,497.04,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_051430.jpg,517.66,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_051500.jpg,625.25,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_051530.jpg,542.14,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_051600.jpg,564.99,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_051630.jpg,604.83,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_051700.jpg,565.87,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_051730.jpg,578.67,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_051800.jpg,577.22,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_051830.jpg,583.5,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_051900.jpg,599.95,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_051930.jpg,608.2,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_052000.jpg,615.09,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_052030.jpg,650.59,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_052100.jpg,771.11,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_052130.jpg,655.57,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_052200.jpg,651.42,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_052230.jpg,705.98,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_052300.jpg,726.2,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_052330.jpg,790.26,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_052400.jpg,684.03,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_052430.jpg,698.58,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_052500.jpg,726.64,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_052530.jpg,744.47,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_052600.jpg,718.76,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_052630.jpg,686.37,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_052700.jpg,771.17,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_052730.jpg,1017.11,"Clear Sky (High Clear-Sky Index, Very Low Cloud Cover)"
D:\Image\20250123_052800.jpg,800.23,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_052830.jpg,710.05,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_052900.jpg,664.64,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_052930.jpg,711.8,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_053000.jpg,737.04,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_053030.jpg,852.89,"Clear Sky (High Clear-Sky Index, Very Low Cloud Cover)"
D:\Image\20250123_053100.jpg,875.99,"Clear Sky (High Clear-Sky Index, Very Low Cloud Cover)"
D:\Image\20250123_053130.jpg,815.0,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_053200.jpg,809.0,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_053230.jpg,749.82,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_053300.jpg,692.32,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_053330.jpg,696.92,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_053400.jpg,677.87,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_053430.jpg,749.71,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_053500.jpg,651.51,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_053530.jpg,649.53,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_053600.jpg,613.44,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_053630.jpg,602.97,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_053700.jpg,586.47,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_053730.jpg,568.85,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_053800.jpg,555.52,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_053830.jpg,553.12,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_053900.jpg,551.95,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_053930.jpg,551.61,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_054000.jpg,555.98,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_054030.jpg,559.79,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_054100.jpg,567.7,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_054130.jpg,576.07,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_054200.jpg,570.32,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_054230.jpg,563.87,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_054300.jpg,556.84,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_054330.jpg,546.31,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_054400.jpg,535.78,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_054430.jpg,528.96,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_054500.jpg,523.94,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_054530.jpg,519.85,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_054600.jpg,516.82,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_054630.jpg,514.87,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_054700.jpg,514.65,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_054730.jpg,515.59,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_054800.jpg,517.31,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_054830.jpg,522.16,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_054900.jpg,523.79,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_054930.jpg,523.79,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_055000.jpg,526.59,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_055030.jpg,522.4,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_055100.jpg,522.88,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_055130.jpg,523.61,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_055200.jpg,523.7,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_055230.jpg,523.52,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_055300.jpg,521.63,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_055330.jpg,518.01,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_055400.jpg,514.32,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_055430.jpg,511.43,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_055500.jpg,510.5,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_055530.jpg,510.04,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_055600.jpg,509.77,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_055630.jpg,510.31,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_055700.jpg,511.38,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_055730.jpg,511.76,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_055800.jpg,512.44,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_055830.jpg,513.02,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_055900.jpg,513.24,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_055930.jpg,513.65,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_060000.jpg,514.29,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_060030.jpg,515.28,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_060100.jpg,516.43,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_060130.jpg,517.14,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_060200.jpg,516.49,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_060230.jpg,514.47,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_060300.jpg,512.37,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_060330.jpg,509.27,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_060400.jpg,506.6,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_060430.jpg,503.87,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_060500.jpg,500.72,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_060530.jpg,497.33,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_060600.jpg,495.17,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_060630.jpg,492.43,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_060700.jpg,491.38,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_060730.jpg,492.21,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_060800.jpg,493.16,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_060830.jpg,495.83,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_060900.jpg,526.34,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_060930.jpg,537.6,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_061000.jpg,529.16,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_061030.jpg,542.76,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_061100.jpg,559.75,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_061130.jpg,610.24,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_061200.jpg,581.93,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_061230.jpg,598.85,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_061300.jpg,661.14,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_061330.jpg,723.05,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_061400.jpg,739.14,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_061430.jpg,678.66,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_061500.jpg,740.53,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_061530.jpg,966.27,"Clear Sky (High Clear-Sky Index, Very Low Cloud Cover)"
D:\Image\20250123_061600.jpg,842.54,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_061630.jpg,769.74,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_061700.jpg,671.23,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_061730.jpg,609.67,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_061800.jpg,582.35,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_061830.jpg,592.13,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_061900.jpg,585.1,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_061930.jpg,546.15,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_062000.jpg,530.95,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_062030.jpg,518.68,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_062100.jpg,514.36,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_062130.jpg,512.16,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_062200.jpg,511.1,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_062230.jpg,509.4,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_062300.jpg,505.3,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_062330.jpg,501.53,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_062400.jpg,511.47,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_062430.jpg,506.41,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_062500.jpg,502.06,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_062530.jpg,517.95,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_062600.jpg,538.62,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_062630.jpg,551.2,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_062700.jpg,572.42,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_062730.jpg,590.04,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_062800.jpg,600.26,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_062830.jpg,611.57,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_062900.jpg,588.13,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_062930.jpg,684.69,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_063000.jpg,727.7,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_063030.jpg,853.09,"Clear Sky (High Clear-Sky Index, Very Low Cloud Cover)"
D:\Image\20250123_063100.jpg,785.23,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_063130.jpg,865.89,"Clear Sky (High Clear-Sky Index, Very Low Cloud Cover)"
D:\Image\20250123_063200.jpg,787.48,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_063230.jpg,584.42,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_063300.jpg,796.44,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_063330.jpg,799.46,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_063400.jpg,643.89,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_063430.jpg,786.15,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_063500.jpg,805.17,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_063530.jpg,853.36,"Clear Sky (High Clear-Sky Index, Very Low Cloud Cover)"
D:\Image\20250123_063600.jpg,800.41,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_063630.jpg,823.43,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_063700.jpg,564.88,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_063730.jpg,872.37,"Clear Sky (High Clear-Sky Index, Very Low Cloud Cover)"
D:\Image\20250123_063800.jpg,840.53,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_063830.jpg,816.54,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_063900.jpg,874.73,"Clear Sky (High Clear-Sky Index, Very Low Cloud Cover)"
D:\Image\20250123_063930.jpg,868.12,"Clear Sky (High Clear-Sky Index, Very Low Cloud Cover)"
D:\Image\20250123_064000.jpg,861.16,"Clear Sky (High Clear-Sky Index, Very Low Cloud Cover)"
D:\Image\20250123_064030.jpg,850.69,"Clear Sky (High Clear-Sky Index, Very Low Cloud Cover)"
D:\Image\20250123_064100.jpg,862.55,"Clear Sky (High Clear-Sky Index, Very Low Cloud Cover)"
D:\Image\20250123_064130.jpg,886.91,"Clear Sky (High Clear-Sky Index, Very Low Cloud Cover)"
D:\Image\20250123_064200.jpg,878.41,"Clear Sky (High Clear-Sky Index, Very Low Cloud Cover)"
D:\Image\20250123_064230.jpg,885.7,"Clear Sky (High Clear-Sky Index, Very Low Cloud Cover)"
D:\Image\20250123_064300.jpg,895.26,"Clear Sky (High Clear-Sky Index, Very Low Cloud Cover)"
D:\Image\20250123_064330.jpg,905.29,"Clear Sky (High Clear-Sky Index, Very Low Cloud Cover)"
D:\Image\20250123_064400.jpg,906.48,"Clear Sky (High Clear-Sky Index, Very Low Cloud Cover)"
D:\Image\20250123_064430.jpg,915.16,"Clear Sky (High Clear-Sky Index, Very Low Cloud Cover)"
D:\Image\20250123_064500.jpg,893.72,"Clear Sky (High Clear-Sky Index, Very Low Cloud Cover)"
D:\Image\20250123_064530.jpg,681.9,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_064600.jpg,611.08,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_064630.jpg,590.75,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_064700.jpg,712.83,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_064730.jpg,637.85,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_064800.jpg,745.61,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_064830.jpg,799.84,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_064900.jpg,888.85,"Clear Sky (High Clear-Sky Index, Very Low Cloud Cover)"
D:\Image\20250123_064930.jpg,792.79,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_065000.jpg,722.41,Overcast High Irradiance (Overirradiance Phenomenon)
D:\Image\20250123_065030.jpg,617.43,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_065100.jpg,552.91,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_065130.jpg,521.26,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_065200.jpg,516.67,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_065230.jpg,529.19,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_065300.jpg,561.77,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_065330.jpg,562.79,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_065400.jpg,597.62,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_065430.jpg,538.51,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_065500.jpg,526.92,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_065530.jpg,529.8,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_065600.jpg,545.69,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_065630.jpg,555.14,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_065700.jpg,532.6,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_065730.jpg,523.7,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_065800.jpg,523.28,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_065830.jpg,520.28,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_065900.jpg,520.99,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_065930.jpg,520.84,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_070000.jpg,519.16,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_070030.jpg,515.33,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_070100.jpg,511.63,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_070130.jpg,508.36,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_070200.jpg,507.35,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_070230.jpg,505.94,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_070300.jpg,502.95,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_070330.jpg,498.21,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_070400.jpg,490.5,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_070430.jpg,478.4,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_070500.jpg,463.86,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_070530.jpg,445.59,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_070600.jpg,429.11,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_070630.jpg,414.5,Partly Cloudy (Linear Clear-Sky Index & Cloud Cover)
D:\Image\20250123_070700.jpg,402.04,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_070730.jpg,390.4,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_070800.jpg,380.68,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_070830.jpg,372.82,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_070900.jpg,365.86,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_070930.jpg,359.58,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_071000.jpg,354.13,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_071030.jpg,349.53,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_071100.jpg,347.64,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_071130.jpg,348.43,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_071200.jpg,351.07,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_071230.jpg,354.75,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_071300.jpg,358.8,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_071330.jpg,362.15,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_071400.jpg,364.16,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_071430.jpg,363.78,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_071500.jpg,362.07,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_071530.jpg,359.6,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_071600.jpg,355.72,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_071630.jpg,351.01,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_071700.jpg,345.67,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_071730.jpg,340.25,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_071800.jpg,335.63,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_071830.jpg,330.74,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_071900.jpg,325.63,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_071930.jpg,320.6,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_072000.jpg,315.05,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_072030.jpg,310.09,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
